time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-6.39052123765e-07,3.30577238042e-07,10.0040072766,0.00029466577226,6.28262198485,0.0,-9.35351601391e-06,2.83504446124e-05,0.133568854875,0.0132669836711,-0.0451603421915,0.0,450.2251299543072,446.5569767321144,445.90998954516874,446.9921991017451
0.12000000000000001,2.34539460859e-05,1.27442302789e-05,10.017805015,0.00138016855244,6.28017637492,0.0,0.00110938369113,0.00049595764039,0.326319332931,0.02632064945,-0.0331617111538,0.0,465.2013373236995,466.1389354489654,464.68749165365443,465.7093897075862
0.18,0.000168305803578,8.14731508602e-05,10.0430755402,0.00266073723793,6.27861591538,0.0,0.00392010902698,0.00196267547506,0.515963506259,0.0088424152564,-0.0145789977454,0.0,463.74006447119996,465.1970480694493,465.4438438020464,464.07414879149655
0.23999999999999996,0.000523763765081,0.000269912932259,10.0818515436,0.00348769001533,6.27797045547,0.0,0.00802225692843,0.0044054847613,0.776428766937,0.0221801685805,-0.00404050157548,0.0,484.24071467293135,485.03282666741234,485.8005580921655,486.79936344855736
0.3,0.00112673925206,0.000620428099211,10.1338870947,0.0046334261211,6.27755395321,0.0,0.0121129442129,0.00742007406558,0.95795408763,0.0120762075564,-0.0134881165854,0.0,462.9941591684418,462.25046341477355,463.14366485999756,462.348343036219
0.36000000000000004,0.00198228264108,0.00117225644397,10.1959639565,0.00576562892188,6.27658519356,0.0,0.0165013750801,0.0110784328911,1.11113688938,0.029830227508,-0.0220760574186,0.0,454.29684653588964,453.607893330307,454.1450104474111,455.5666032534051
0.4200000000000001,0.00311466181228,0.00196420020265,10.2658417857,0.00716558350676,6.27571663423,0.0,0.0213535197991,0.0154884765423,1.21801408258,0.00534141380992,-0.00247736867042,0.0,439.52377412645114,441.1449628515766,441.34371559001676,439.3181463790708
0.48000000000000015,0.00457283076238,0.00306651661834,10.3449021846,0.00870843881997,6.27577512266,0.0,0.0272547671815,0.0213817354846,1.41710604883,0.0499068145378,0.00711318771724,0.0,468.75231548777725,469.49691264502474,466.6651613605922,470.13069216057636
0.5400000000000001,0.00638464207227,0.00457223535031,10.436336862,0.0114614662697,6.27606015438,0.0,0.0330940166336,0.0291494245246,1.63043390639,0.0362969709213,-0.000452006149781,0.0,473.9112977695365,473.329423625091,473.8031855779751,472.7568557767111
0.6000000000000002,0.0085232430769,0.0065760302222,10.5379449965,0.0140165920177,6.2758100806,0.0,0.0382046261638,0.0378943666191,1.75631546847,0.0528702941733,-0.0128891227129,0.0,447.93487795426125,446.9224798106156,447.201864794914,448.5506507146815
0.6600000000000003,0.0109717244675,0.00915323259106,10.6464333609,0.0174263935562,6.27473972693,0.0,0.0435020912103,0.0483483297326,1.8597943664,0.063758547989,-0.0302503432188,0.0,442.1804278569541,440.74801913179425,440.1874692415568,441.0897370712764
0.7200000000000003,0.0137801590169,0.0124650192755,10.7629403945,0.022150642376,6.2728709821,0.0,0.0503151207037,0.0625270159313,2.02348642465,0.0985784166761,-0.0329991876539,0.0,459.9239701571797,459.70591834480535,458.8371039943084,461.59730336767996
0.7800000000000004,0.0170482191262,0.0167587969556,10.890014402,0.0279707336819,6.27088109694,0.0,0.0588449559454,0.0812661716949,2.21194862214,0.0936476554608,-0.0334978888663,0.0,468.90740022428537,468.86829174389186,467.41801548124175,467.04115272950327
0.8400000000000004,0.0208401623906,0.0222376302904,11.0258504587,0.033517432723,6.27021325936,0.0,0.0676681999649,0.101928117206,2.3156952378,0.089926036321,0.014446401494,0.0,440.75733404539744,444.70180645747166,443.2790204780023,442.9803317317916
0.9000000000000005,0.0251731947022,0.0290901432363,11.168464686,0.0392015642572,6.27146464234,0.0,0.0766487482056,0.127064757075,2.43783845372,0.102937256305,0.0313065207119,0.0,448.24542798802923,449.6134250768879,448.8593792531837,449.92145122090756
0.9600000000000005,0.0299807278481,0.037454114195,11.3154081909,0.0455567199574,6.27302199943,0.0,0.0834431918426,0.15229980596,2.46020610718,0.111296239508,0.0122210515623,0.0,419.1632017293363,417.5015143950751,416.64358464847567,417.3843342137935
1.0200000000000005,0.0351942370904,0.0475576225257,11.4659846014,0.0519346649979,6.27369756129,0.0,0.0902662157241,0.185140311034,2.55875698289,0.093748734984,0.00926309240434,0.0,442.6186888376958,442.3750695608609,443.30789810507383,441.8735091267185
1.0800000000000005,0.0407965762751,0.059718248669,11.6216922242,0.0570475045153,6.27407850103,0.0,0.0964299798789,0.220741459483,2.63129936909,0.056756791796,-0.000230501072604,0.0,435.35455798099684,434.5594067277769,436.2145911090591,433.1202099787582
1.1400000000000006,0.046748173705,0.0740190824017,11.7802048486,0.0607800647275,6.27480399506,0.0,0.101917101599,0.256273058616,2.65238206502,0.0713381497365,0.0294129680707,0.0,417.2856231058679,419.86531210783835,417.59398476133225,418.8669785186577
1.2000000000000006,0.0530747860763,0.0910127358348,11.9479291194,0.0646599679194,6.27626923439,0.0,0.108751376709,0.310672971853,2.93769855046,0.0459592218898,0.01187377694,0.0,500.203327554197,498.92446742687673,499.3660426133925,497.51380112514346
1.2600000000000007,0.0597729030898,0.111319641001,12.1320764322,0.0675501515292,6.27648521942,0.0,0.114442643619,0.36653227224,3.19981605296,0.0522586670561,-0.0232020426366,0.0,495.5368399839108,492.9517044836589,493.3278792276799,493.793958673186
